job_number,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
59,linkedin,https://www.linkedin.com/jobs/view/4261184040,,TikTok LIVE Data Analyst,TikTok,"London, England, UK",2025-07-09,fulltime,,,,,,False,mid-senior level,Information Technology,,,"**Responsibilities**
 The LIVE Operations team is obsessed with everything to do with TikTok LIVE. Our focus is to continually champion and optimize TikTok LIVE through working with creators to ensure a creative, fun and safe space for all of our users.
   

  

 The Regional LIVE Operation Strategy Team leads various cross\\-functional projects. Our key initiatives include developing strategic plans to drive widespread adoption of LIVE at scale among creators, localizing new product features, creating user engagement strategies, ensuring a positive creator experience through education on the Community Guidelines and best practices, and providing ad hoc analysis and support to cross\\-functional partners.
   

  

 Responsibilities:
   

 \\- Analyzing local and global trends to help improve performance within the EU LIVE team
   

 \\- Creating and preparing reports and dashboards to help us better identify areas of focus and trends within our ecosystem
   

  

 Examples of Problems You'll Be Solving:
   

 \\- What are the best content verticals for us to focus our creator recruitment on?
   

 \\- Building a prediction model for identifying creators who may be destined for success on our platform
   

 \\- Which metrics and leading and lagging indicators should we use for our key OKRs?
   

 \\- How should we best segment our creators and users to have a more meaningful impact on their growth?
   

 \\- What are the best touch\\-points to educate our creators, and when should we activate this education?
   

 \\- Using statistical tools to simplify complex data sets, helping us better diagnose issues and propose solutions
   

  

**Qualifications**
 Minimum Qualifications:
   

 \\- Minimum 3 years of working experience in data analysis
   

 \\- Strong mathematical skills to measure, collect, and analyze data
   

 \\- Attention to detail
   

  

 Preferred Qualifications:
   

 \\- Proficiency in statistics and experience using data visualization software such as Tableau, PowerBI, or Looker
   

 \\- Knowledge of SQL and any programming languages (Python is highly preferred)
   

  

**About TikTok**
 TikTok is the leading destination for short\\-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.​
   

  

  

**Why Join Us**
 Inspiring creativity is at the core of TikTok's mission. Our innovative product is built to help people authentically express themselves, discover and connect – and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and bring joy \\- a mission we work towards every day.​
   

 We strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. Every challenge is an opportunity to learn and innovate as one team. We're resilient and embrace challenges as they come. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our company, and our users. When we create and grow together, the possibilities are limitless. Join us.​
   

 ​
   

 Diversity \\& Inclusion​
   

 TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.​",Entertainment and Online Media,https://www.linkedin.com/company/tiktok,https://media.licdn.com/dms/image/v2/C510BAQGCdThXIss7UQ/company-logo_100_100/company-logo_100_100/0/1630606162248/tiktok_logo?e=2147483647&v=beta&t=kjlfC3pp8wZsiPWYboSCdqqHXQdD7o7gKbgMRZ6YPdw,,,,,,,,,,,
60,linkedin,https://www.linkedin.com/jobs/view/4263342254,,Data Analyst,Halian,"London Area, United Kingdom",,fulltime,,,,,,False,mid-senior level,Information Technology,,,"We are seeking a skilled
 **Data Analyst** 
 with a good understanding in
 **data modeling / data warehouse development** 
 , and
 **business intelligence tooling** 
 to join my clients
 **payments team, within the fintech space** 
 . This role is pivotal in building and optimizing data systems and pipelines that support analytics, reporting.
 



  





**Key Responsibilities** 



* Develop high\\-quality
 **Power BI** 
 and
 **Tableau dashboards** 
 , supporting business teams in making data\\-informed decisions.
* Ensure data integrity, reliability, and performance through testing, monitoring, and documentation.
* **Exposure to Data Modelling and Warehousing would beneficial as you will need to build data models or migrate existing ones.**
* Drive best practices in
 **data governance** 
 ,
 **metadata management** 
 , and
 **data security** 
 .
* Contribute to the continuous improvement of our data platform and tooling.



  





**Required Skills \\& Experience** 



* 3–5 \\+ years of experience as a
 **Data Analyst** 
 , preferably in a
 **FinTech or Payments** 
 environment.
* Exposure and a good understansinf in
 **data modeling** 
 (dimensional and normalized),
 **ETL/ELT design** 
 , and
 **data warehousing techniques** 
 .
* Proficiency in
 **SQL** 
 and experience with scripting languages such as
 **Python** 
 or
 **Scala** 
 .
* Demonstrated ability to create impactful dashboards using
 **Power BI** 
 and
 **Tableau** 
 .
* Deep understanding of
 **data pipeline orchestration tools** 
 (e.g., Airflow, dbt, Azure Data Factory).
* Experience working in agile, cross\\-functional teams, collaborating closely with data analysts, engineers, and business stakeholders.
* Strong problem\\-solving skills, attention to detail, and an ability to balance short\\-term fixes with long\\-term scalable solutions.



  





**Nice to Have** 



* Experience with real\\-time or streaming data (Kafka, Kinesis).
* Familiarity with financial transaction data or payment processing systems.
* Exposure to data privacy regulations (e.g., GDPR, PCI\\-DSS) and data security best practices



  





 This role offers a 2 stage interview process and is required to work on site 3 days a week in central London.
 



  





 Apply now to be considered!",Financial Services,https://uk.linkedin.com/company/halian,https://media.licdn.com/dms/image/v2/D4D0BAQEg0_w21RZd1g/company-logo_100_100/company-logo_100_100/0/1667325723256/halian_logo?e=2147483647&v=beta&t=QC-pjH1k-b-2lxEhY3-uIot53ixyJpONNk2s8b8_-Tg,,,,,,,,,,,
61,linkedin,https://www.linkedin.com/jobs/view/4278235184,,Data Analyst,Data Idols,"London, England, UK",2025-08-05,,,,,,,False,,,,,,,https://uk.linkedin.com/company/data-idols,,,,,,,,,,,,
62,linkedin,https://www.linkedin.com/jobs/view/4280120622,,Data Analyst,Propel Finance,,2025-08-05,fulltime,,,,,,True,associate,Analyst and Finance,,,"Propel Finance was established in 1996 to provide flexible and accessible finance to SMEs across the country. Now, more than 20 years on, Propel has grown to become one of the UK’s largest, independent finance houses. We have continued to deliver leading\\-edge finance solutions through a unique combination of teamwork and technology.
 



  





 From this continued success we are now looking to recruit a
 **Data Analyst** 
 to allow us to continue our exciting growth plans.
 



  





 Our aim is to take the service we offer to the next level, to push the boundaries of what’s available, and to create great customer experiences consistent with our values. Does that sound like something you’d like to be part of?
 



  





 As a key member of our team, you’ll be responsible for translating business requirements into practical data models, reports, and dashboards that deliver real insights
 




  





**Role responsibilities;** 



* **Stakeholder Engagement:** 
 Collaborate with key stakeholders across the business to understand their data needs, gather requirements, and provide clear insights that drive decision\\-making.
* **Data Modelling \\& Analysis** 
 : Design, develop, and maintain scalable data models to ensure data quality and accuracy, utilising SQL and Azure Synapse where necessary.
* **Dashboard Development:** 
 Build and maintain visually compelling and interactive dashboards in Tableau
* **Performance Monitoring \\& Reporting:** 
 Create detailed reports on portfolio performance, profitability, risk, and compliance metrics, and deliver them to relevant stakeholders.
* **ETL \\& Data Pipelines:** 
 Work with Data Engineers to develop and optimise data pipelines for extracting, transforming, and loading (ETL) large datasets from various sources into relevant data structures.
* **Data Governance:** 
 Ensure data is consistent, reliable, and stored securely
* **Continuous Improvement** 
 : Drive process improvements in analytics, reporting, and stakeholder communication.



  





**Key skills required;** 



* Experience working in a similar role, preferably in Financial Services sector
* Excellent SQL skills including writing complex queries, optimising performance and managing large datasets
* Strong experience in data visualisation with Tableau or PowerBi and ability to build interactive dashboards



  





**So, why would you want to work here?** 




  





 We have a great working environment and we’re an ambitious business. We achieve so much because of our people. Everyone in the business, no matter their team or role can shape the outcome, share ideas, make suggestions, and have their voice heard. It’s a truly collaborative place to work.
 



  





 At Propel, we embrace hybrid working and with modern offices in Newport, London and Manchester, plus a field\\-based sales team, you’ll never be too far away from colleagues.
 



  





 This is a remote role, with 1 day in the Newport as required, on every once per quarter.
 



  





**Benefits you can expect:** 




  




* 25 days annual leave \\+ bank holidays
* 2 additional days holiday after 5 years’ service
* Birthday day off
* Opt in Private Medical Insurance
* Subsidised gym membership at £18\\.75 a month
* Cycle to Work Scheme
* Electric Car Scheme
* Buy Annual Leave Scheme
* Half day seasonal shopping
* Auto enrolment pension – 3% employer contribution subject to eligibility
* Life Assurance 3 x basic salary
* Employee Assistance Programme available 24/7
* Company events and reward schemes



  





 We are proud to be a member of Stonewall’s Diversity Champions programme and are committed to improving workplace inclusion.
 



  





 The Curve Group is Propel’s outsource partner for Recruitment and a ""Data Processor"". The Curve Group will hold the information you submit but Propel will have access to it. You can find their privacy policy here: https://www.thecurvegroup.co.uk/privacy\\-policy/",Financial Services,https://uk.linkedin.com/company/propelfinance,https://media.licdn.com/dms/image/v2/D4E0BAQGVfGiKfsUozw/company-logo_100_100/company-logo_100_100/0/1697023312824/propelfinance_logo?e=2147483647&v=beta&t=cbmnviN-sF9OfQsM3C83US_Qp6v6lyPEd7BDIJQ1MqA,,,,,,,,,,,
63,linkedin,https://www.linkedin.com/jobs/view/4277743606,,Data Analyst,Fanatics,"Manchester, England, UK",2025-08-05,fulltime,,,,,,False,entry level,Information Technology,,,"**Job Description**
* Job Title:
* Reporting to:


 Data Analyst
   

  

 General Manager
   

  

* Purpose of the Role:


 Responsible for sourcing, processing and analysing data in relation to operations in order to derive actionable insights and opportunity identification. This role is responsible for supporting the delivery of all core operational metrics, including but not limited to: cost, efficiency, service level delivery and inventory accuracy.
   

  

 This role will undertake a series of projects to improve data visibility and utilisation within the operation, to support the delivery of key projects and improvements. This role requires a basis in understanding of operational processes strength in numerical understanding and logical reasoning, as well as the technical skills require to acquire, process, manipulate and analyse large data sets.
   

  

* Duties / Responsibilities:
* Leveraging analytical thinking to draw actionable insights from a variety of data sources, including presentation to stakeholders and senior leaders
* Implement Data Visualisation software to create Operations Dashboards
* Building reporting dashboards as necessary across projects and key metrics
* Building numerical models for operational use, including but not limited to: performance reports, operational forecasting and planning
* Conducting data and process deep dives alongside operational leaders to unpick complex operational issues
* Knowledge / Skills / Experience:
* Operational experience required, D2C/Warehousing experience highly beneficial
* Experienced in the application of Python to support data analysis
* Advanced ability to write SQL and navigate large database architectures
* Advanced understanding and use of excel, including Macros, VBA
* Structured and thorough in approach to analysing and presenting data
* Highly experienced in the use of data visualisation tools such as Power BI, Tableauand similar
* Demonstratable experience in deriving actionable insights from large data sets
* Experience in a variety of analytical methods, including but not limited to: statistical analysis, processing mapping, regression analysis and hypothesis testing
* Experienced in the creation of PowerPoint presentations to share results, insights and performance with stakeholders
* Key Stakeholders:
* Operational Leaders
* Site Leadership team
* Internal customers including, but not limited to, tech, retail and events teams, eComm team and Branding and Merch","Technology, Information and Internet",https://www.linkedin.com/company/fanatics-inc-,https://media.licdn.com/dms/image/v2/D4E0BAQGxucH72bG6hw/company-logo_100_100/B4EZbPpbY8HwAQ-/0/1747240466631/fanatics_inc__logo?e=2147483647&v=beta&t=YKMQsg2IGNqz1wOgmFy_v-x4QnZ1xDGAk81-DgiTR8g,,,,,,,,,,,
64,linkedin,https://www.linkedin.com/jobs/view/4277720057,,Data Analyst,IFRS Foundation,"London Area, United Kingdom",2025-08-04,fulltime,,,,,,False,mid-senior level,"Information Technology, Finance, and Human Resources",,,"**Status** 
 : 6 month Fixed Term Contract
 



**Reports to:** 
 Global Payroll Manager
 



**Works with:** 
 Finance Team
 



**Job Purpose** 




 Finance team: The role is to support the payroll team in managing and improving data quality, reconciliation and reporting during a period of high operational demand. The role is essential for ensuring accurate payroll reporting, supporting the rollout of a Global Payroll Provider and preparing for upcoming compliance requirements.
 



  





**Principal accountabilities** 




***Data Cleansing \\& Validation***



* Clean, structure, and validate large payroll data to ensure accuracy and consistency (both for current operations and during the roll out of the Global Payroll provider).
* Identify and correct anomalies in payroll and accounting data
* Collaborate with Payroll, HR and Finance teams to ensure data alignment, particularly within the HiBob platform.



***Reconciliations***



* Perform regular reconciliations between payroll records and general ledger accounts.
* Investigate and resolve discrepancies in payroll transactions and accounting entries.



***Budget \\& Variance Analysis, Reporting***



* Assist in preparing payroll\\-related budget forecasts.
* Analyse actual payroll costs against budgeted figures and explain variances.
* Provide monthly variance reports with actionable insights.
* Maintain year\\-to\\-date payroll reports and audit packs.
* Support audits and compliance checks with accurate data and documentation.
* Respond to ad hoc data requests from senior management and external auditors.
* Assist in preparing data and reports for the mandatory payrolling of Benefits in Kind (BiKs) starting April 2026\\.
* Process optimisation \\- Identify inefficiencies in workflows and streamline payroll processes



***UAT Testing – Global Payroll Project***



* Lead testing and reconciliation during parallel runs for the Global Payroll Provider rollout.



**Skills And Attributes** 



* Proven experience in data analysis within payroll or finance.
* Strong Excel and data manipulation skills; experience with HiBob is a plus.
* Familiarity with payroll systems, accounting principles, and compliance requirements.
* Analytical mindset with attention to detail.
* Ability to work collaboratively across departments.
* Experience supporting audits and compliance processes is desirable.
* Strong communication and documentation skills.



  





**Essential** 




**Qualifications and experience** 



* Strong proficiency in Microsoft Excel, including advanced functions (e.g. pivot tables, lookups, data validation).
* Experience working with large datasets and performing data cleansing, transformation and validation.
* **Solid understanding of payroll processes, accounting principles, and financial reconciliations** 
 .
* Familiarity with HRIS and payroll systems (e.g. HiBob, Moorepay, Papaya, Justworks or similar platforms).
* Demonstrated ability to produce clear, accurate and insightful reports for stakeholders.
* Experience supporting audits and compliance reporting.
* Strong analytical and problem\\-solving skills with high attention to detail.
* Excellent communication and interpersonal skills, with the ability to collaborate across departments.
* Ability to manage multiple priorities and meet deadlines in a fast\\-paced environment.



  





**Preferred** 



* Experience working within a global or multi\\-country payroll environment.
* Experience participating in system implementations or UAT testing phases.
* Ability to document processes and create user\\-friendly guides



  





**Application Closing Date:** 
 22nd August 2025
 



 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date.
 



  





***Help shape the future of reporting for global financial markets***




 The IFRS Foundation is a public interest, not\\-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide.
 



 We are a highly diverse and inclusive organisation. Our 350\\+ staff come from more than 45\\+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard\\-setter.",Accounting,https://uk.linkedin.com/company/ifrs-foundation,https://media.licdn.com/dms/image/v2/C560BAQFB3PtmGHSM3Q/company-logo_100_100/company-logo_100_100/0/1671466347376/ifrs_foundation_logo?e=2147483647&v=beta&t=TEgeddD7veIoMJCiWK7N08roXr-eozH0-on-Fhvd-3I,,,,,,,,,,,
65,linkedin,https://www.linkedin.com/jobs/view/4277693344,,Junior Data Analyst,Arthur Recruitment,"London Area, United Kingdom",2025-08-04,,,,,,,False,,,,,,,https://uk.linkedin.com/company/arthurfinancial,,,,,,,,,,,,
66,linkedin,https://www.linkedin.com/jobs/view/4277571782,,Insights Analyst,AstraZeneca,"City Of London, England, UK",2025-08-01,,,,,,,False,,,,,,,https://uk.linkedin.com/company/astrazeneca,,,,,,,,,,,,
67,linkedin,https://www.linkedin.com/jobs/view/4277581023,,Data Analyst,CereCore,"England, United Kingdom",2025-08-01,,,,,,,False,,,,,,,https://www.linkedin.com/company/cerecore-tech,,,,,,,,,,,,
68,linkedin,https://www.linkedin.com/jobs/view/4279014230,,Data Analyst,Aspect,"London Area, United Kingdom",2025-08-01,fulltime,,,,,,False,entry level,Information Technology,,,"At
 **Aspect** 
 , we’re entering an exciting phase of growth. With over 15 years in the industry, thousands of customers served every month, and a reputation for 24/7 reliability, we’re scaling rapidly, and we know that smart, curious analysts will be key to our continued success.
 



  





 We’re looking for a
 **Data Analyst** 
 who’s ready to dive into real business challenges, support our teams with actionable insights, and grow their skills in a fast\\-paced, data\\-driven environment. You’ll work closely with experienced analysts, operators, and decision\\-makers, helping us improve efficiency, understand our customers, and unlock new growth opportunities.
 



  





 🔍 What You’ll Do:
 


* Analyze data from across the business to identify trends, uncover insights, and support day\\-to\\-day decision\\-making.
* Build and maintain reports and dashboards that track key performance metrics in areas like customer acquisition, retention, and operations.
* Assist with A/B tests, customer cohort analyses, and operational efficiency studies.
* Partner with teams across Product, Marketing, and Operations to support their data needs.
* Help improve data quality and accuracy across systems and processes.
* Learn and grow alongside a team that values curiosity, experimentation, and continuous improvement.



  





 ✅ What We’re Looking For:
 


* A degree in Data Science, Business Analytics, Statistics, Computer Science, Economics, or a related field.
* Solid understanding of SQL and Excel; familiarity with Python, R, or similar tools is a plus.
* Exposure to data visualization tools like Tableau, Power BI, or Looker (coursework, internships, or self\\-study welcome).
* Strong analytical mindset with attention to detail and a love for solving problems.
* Clear communication skills, you’re comfortable translating numbers into insights people can act on.
* Eagerness to learn, collaborate, and grow in a dynamic, fast\\-moving environment.
* Bonus: Interest in field services, logistics, or property maintenance.



  





 💡 Why Join Aspect?
 


* Be part of a company that’s growing fast—and bringing its people along for the ride.
* Get hands\\-on experience solving real business problems with data.
* Work with a supportive, experienced team that values mentorship and growth.
* Competitive compensation, benefits, and long\\-term opportunities.



  





 Apply now or reach out to learn more. Let’s grow together.",Facilities Services,https://uk.linkedin.com/company/aspect-maintenance-ltd,https://media.licdn.com/dms/image/v2/D4D0BAQE1UrqWjKrDBQ/company-logo_100_100/company-logo_100_100/0/1720603647515/aspect_maintenance_ltd_logo?e=2147483647&v=beta&t=j3Y-FE9oeaH-5-bgCe1VJPJoccqu5UJxJ3Ievy5UqNw,,,,,,,,,,,
69,linkedin,https://www.linkedin.com/jobs/view/4277587474,,Data Analyst,James Adams,"London Area, United Kingdom",2025-08-01,fulltime,,,,,,False,mid-senior level,Information Technology,,,"**Data \\& Insights Analyst** 




**Location:** 
 London (Hybrid)
 



**Type:** 
 Full\\-time
 



**Salary:** 
 £55,000–£65,000 (DOE)
 



  





**About the Company** 




 We’re working with a London\\-based luxury fashion brand that’s integrating data at the core of their operations. As the business scales, they’re developing a bespoke ERP platform to drive better decision\\-making across production, inventory, and sales.
 



  





**The Opportunity** 




 This is a great opportunity for a skilled
 **Data \\& Insights Analyst** 
 to join a growing team and help shape how data is used across the business. You’ll be responsible for designing pipelines, building dashboards, and delivering insight to support product and operational excellence.
 



  





**Key Responsibilities** 



* Build and maintain ETL processes using Python and Power Query M
* Create clear, insightful dashboards in Power BI using DAX
* Work closely with engineering and product teams to embed analytics into the ERP platform
* Analyse large datasets to support operational efficiency and continuous improvement
* Contribute to forecasting and inventory optimisation initiatives
* Present findings to technical and non\\-technical stakeholders
* Help establish and maintain best practices in data governance



  





**What We’re Looking For** 



* A STEM degree from a Russell Group university or equivalent
* At least 2 years’ experience using Python for data analysis
* Advanced Power BI skills, including DAX and Power Query M
* Solid SQL experience and comfort working with relational databases
* Strong analytical and communication skills
* Experience working with product teams to implement data\\-driven solutions
* Familiarity with forecasting or inventory planning is a plus



  





**Why Apply?** 



* Play a key role in shaping a data\\-first approach at a high\\-end fashion brand
* Work in a hybrid environment with flexibility and autonomy
* Competitive salary in a growing, innovation\\-focused business",Retail Apparel and Fashion,https://uk.linkedin.com/company/james-adams,https://media.licdn.com/dms/image/v2/C4E0BAQGgHUwyMoHaIQ/company-logo_100_100/company-logo_100_100/0/1679746614254?e=2147483647&v=beta&t=RZv4l8OoJyRasyea1JOVO8_wNheIT0wwJCnp7jj34l4,,,,,,,,,,,
70,linkedin,https://www.linkedin.com/jobs/view/4274626113,,Data Analyst,SR2 | Socially Responsible Recruitment | Certified B Corporation™,,2025-08-01,fulltime,,,,,,True,mid-senior level,Engineering and Information Technology,,,"**📊 Data Analyst \\| Financial Services \\| Hybrid (1 day per quarter onsite)** 




  





  





**Permanent \\| Competitive Salary** 




  





  





 An established and fast\\-growing financial services provider is seeking a
 **Data Analyst** 
 to support the next phase of its exciting growth. Operating at the intersection of technology and finance, this organisation delivers innovative solutions to businesses across the UK, with a strong focus on customer experience and data\\-driven decision making.
 



  





  





 As a key member of the data team, you'll play a pivotal role in transforming business requirements into meaningful, actionable insights through reporting, data modelling, and dashboard development.
 



  





  





**💼 What You'll Be Doing:** 



* **Stakeholder Engagement:** 
 Work closely with teams across the business to understand data needs and provide insights that directly impact strategy and operations.
* **Data Modelling \\& Analysis:** 
 Develop and maintain scalable, high\\-quality data models using
 **SQL** 
 and cloud\\-based platforms.
* **Dashboarding:** 
 Create visually compelling and interactive dashboards using
 **Tableau** 
 .
* **Performance Reporting:** 
 Monitor key financial, risk, and compliance metrics and present data clearly to relevant stakeholders.
* **ETL \\& Pipelines:** 
 Collaborate with Data Engineers to optimise data pipelines and ensure reliable data flow across systems.
* **Data Governance:** 
 Promote best practices around data integrity, accuracy, and secure storage.
* **Continuous Improvement:** 
 Identify opportunities to enhance reporting processes and analytical efficiency.



  





  





  





**✅ What We're Looking For:** 



* Proven experience in a similar
 **Data Analyst** 
 role, ideally within a
 **regulated environment, ideally** 
 financial services
* Strong
 **SQL** 
 skills – able to write complex queries and work with large, relational datasets
* Advanced
 **Tableau** 
 (Essential) expertise – comfortable building dashboards from scratch and interpreting insights for a non\\-technical audience
* Proficient with
 **Excel** 
 and general data manipulation techniques



  





  





  





**🌟 Why Join?** 




  





 This is a genuinely collaborative environment where every team member has the chance to shape outcomes and influence change. The business is ambitious, values\\-driven, and committed to using data to make a real difference — both internally and for its customers.
 



  





 You'll benefit from a flexible working model, a supportive culture, and the opportunity to contribute meaningfully to a company that’s scaling at pace.
 



  





**Location:** 
 Hybrid/Remote – with just
 **1 day per quarter** 
 required on\\-site in the south west.
 



  





**Ready to apply or learn more?** 
 Let’s have a confidential conversation.",IT Services and IT Consulting and Financial Services,https://uk.linkedin.com/company/sr2-socially-responsible-recruitment,https://media.licdn.com/dms/image/v2/D4E0BAQGCkBYNEr5h6g/company-logo_100_100/company-logo_100_100/0/1688630977339/sr2_socially_responsible_recruitment_logo?e=2147483647&v=beta&t=KJi8Q4M1VEZI8A-ClK5rPBQv1irfDeB15Yq3P2eXf9Y,,,,,,,,,,,
71,linkedin,https://www.linkedin.com/jobs/view/4275964077,,Data Analyst,CereCore,,2025-07-31,contract,,,,,,True,mid-senior level,Information Technology,,,"Data Analyst (NHS SQL \\+ Power BI)
 



 CereCore International — United Kingdom (Remote)
 



 6\\-month consultancy engagement
 



 Remote (UK\\-based)
 



 August / September start date
 



 Day Rate (Outside IR35\\)
 



  





 CereCore International partners with NHS organisations to deliver modern, data\\-driven solutions that support operational and clinical improvement. We are currently seeking a
 **Data Analyst** 
 to support an NHS Trust on a time\\-sensitive reporting and data performance improvement project.
 



  





 This role will focus heavily on working with NHS data sets (including commissioning datasets and statutory returns), optimising SQL\\-based reporting packages, and providing visibility across operational and performance data flows.
 



  





**Key Responsibilities** 



* Deliver high\\-quality reporting using
 **SQL and Power BI** 
 , aligned with national reporting standards
* Support mandatory and statutory reporting across detailed NHS data sets
* Work with operational and acute BI teams to improve reporting accuracy and reliability
* Troubleshoot and validate data issues across live and historic datasets
* Assist in building automated pipelines and reporting packages to streamline outputs
* Collaborate with clinical and performance stakeholders to clarify data requirements and deliver actionable insights
* Provide guidance on NHS dataset structures and commissioning data requirements



  





**Required Skills \\& Experience** 



* Strong command of
 **SQL** 
 for querying, joining, and transforming large NHS data sets
* Proven experience building dashboards and reports using
 **Power BI**
* Deep understanding of
 **NHS commissioning data sets** 
 , performance metrics, and reporting standards
* Experience working within or alongside
 **Acute BI teams**
* Strong attention to detail and ability to validate outputs independently
* Comfortable supporting urgent, high\\-visibility reporting workstreams



  





**Desirable** 



* Experience with real\\-time or near\\-real\\-time reporting
* Exposure to automation and scripting within reporting environments
* Familiarity with NHS data quality standards, IG, and returns processes



  





 This is a key support role on a critical project for an NHS trust currently behind on reporting obligations. You’ll play a direct role in helping them recover visibility across performance and compliance metrics.",IT Services and IT Consulting and Hospitals and Health Care,https://www.linkedin.com/company/cerecore-tech,https://media.licdn.com/dms/image/v2/C4D0BAQE76wPkzFHJvA/company-logo_100_100/company-logo_100_100/0/1631818010435/cerecore_tech_logo?e=2147483647&v=beta&t=-PYqLf_S2R95JQMwNZn5OdUt8Dy8h2UDUmca3kXX8SY,,,,,,,,,,,
72,linkedin,https://www.linkedin.com/jobs/view/4278637413,https://careers.williamsf1.com/job/data-analyst-in-grove-jid-247?_atxsrc=LinkedInAttrax&utm_source=LinkedInAttrax&urlHash=sfRZ,Data Analyst,Williams Racing,"Grove, England, UK",2025-07-31,contract,,,,,,False,entry level,Information Technology,,,"To maintain completeness and accuracy of inventory expenses in the team’s ERP system, ensuring compliance with financial standards and FIA Financial Regulations requirements. Enable the business to produce accurate and timely reporting on inventory spend to allow efficient and high\\-quality business decisions.
   

  

 This is a 6\\-month fixed term contract with the potential to extend.
   

  

**Main Duties:**
* Using system stock ageing reports and liaising with the business, identify items of stock that have been Used or are deemed Redundant, and write these costs off to the P\\&L on a daily basis
* Use counting reason codes to correctly allocate costs to the appropriate Cost Cap activity dimension, understanding the different scenarios and compliant treatment requirements, and setting up new reason codes where necessary
* Maintain appropriate process documentation and audit evidence for postings made in the system, including system warehouse location reference file
* Identify and raise any master data or process issues to the inventory IPT as these are found
* Work with inventory IPT and other teams as appropriate to test automation of processes as required


**Key Accountabilities:**
 Fulfil all organisational expectations, including but not limited to the following:
   

  

* Understand and work in line with Williams Values \\& Behaviours, encouraging others to do the same.
* Ensure understanding of and compliance with health and safety obligations.
* Maintain personal high standards of behaviour and conduct, being a positive ambassador for the department.
* Ensure you adhere to brand rules and maintain high standards of department presentation.
* Work to quality standards and identify and contribute ways to continuously improve department and personal performance.
* Ensure understanding of cost cap rules and requirements.


**Core Competencies:**
* Analytically minded and methodical worker with strong attention to detail
* Process oriented and able to demonstrate good problem\\-solving skills
* Ability to establish good working relationships with stakeholders across multiple functional areas
* Inquisitive; ability to identify improvements and challenge existing standards
* Self\\-starter with a positive and enthusiastic attitude
* Good team player with an approachable professional manner
* Flexible approach to working hours in line with fluctuating work requirements


**Qualifications and Experience Level:**
* Data processing experience
* Good attention to detail
* Strong Microsoft Excel skills
* Experience working in an ERP or production management system


 This job description is not exhaustive, and the job holder will be required to carry out from time\\-to\\-time tasks in addition to the above that will be both reasonable and within their capabilities.
   

  

**Company Description**
 For almost 50 years, Atlassian Williams Racing has been at the forefront of one of the fastest sports on the planet, being one of the top three most successful teams in history competing in the FIA Formula 1 World Championship. With an almost unrivalled heritage of engineering and racing F1 cars and unforgettable eras that demonstrate it is a force to be reckoned with, the British squad boasts 16 F1 World Championship titles to its name.
   

  

 Since its foundation in 1977 by the eminent, late Sir Frank Williams and engineering pioneer Sir Patrick Head, the team has won nine Constructors’ Championships, in association with Cosworth, Honda and Renault. Its roll call of drivers is legendary, with its seven Drivers’ Championship trophies being lifted by true icons of the sport: Alan Jones, Keke Rosberg, Nelson Piquet, Nigel Mansell, Alain Prost, Damon Hill and Jacques Villeneuve. The team has made history before and is out to make it again with a long\\-term mission to evolve and return to the front of the grid.
   

  

 Additional Information
   

  

*Atlassian Williams Racing is an equal opportunity employer that values diversity and inclusion. We are happy to discuss reasonable job adjustments.*",Spectator Sports,https://uk.linkedin.com/company/atlassianwilliamsracing,https://media.licdn.com/dms/image/v2/D4E0BAQFIqpLl8l5GCA/company-logo_100_100/B4EZUfAD.YHUAU-/0/1739981865953/atlassianwilliamsracing_logo?e=2147483647&v=beta&t=gx-yiOTdIOIszPagmTbPis3ycsSmJeeZX6OIagUWk1g,,,,,,,,,,,
